,actual,predicted
999,2.75,[2.95092473]
1000,7.0,[8.11368303]
1001,7.25,[7.35661068]
1002,2.9,[2.72606147]
1003,7.5,[8.24223452]
1004,11.0,[7.25802338]
1005,6.5,[6.53872597]
1006,4.99,[4.63269906]
1007,1.75,[2.1044786]
1008,41.5,[41.66055732]
1009,16.59,[16.93572201]
1010,6.94,[6.2159614]
1011,9.0,[5.85097272]
1012,7.65,[8.49167156]
1013,3.85,[4.21897645]
1014,5.84,[6.29158443]
1015,16.52,[18.18327805]
1016,13.0,[11.01825797]
1017,7.69,[7.231758]
1018,7.65,[8.49263697]
1019,6.0,[6.36953733]
1020,3.0,[1.11406639]
1021,5.75,[6.41633148]
1022,13.54,[14.84091677]
1023,16.14,[19.24932753]
1024,4.8,[4.5643224]
1025,65.81,[60.22720192]
1026,9.99,[11.64600007]
1027,37.9,[39.14446732]
1028,52.5,[42.28801408]
1029,7.8,[6.44017108]
1030,7.5,[7.577876]
1031,7.9,[7.81419009]
1032,4.0,[3.94530123]
1033,6.75,[7.35294605]
1034,2.85,[2.2609074]
1035,9.51,[9.52470654]
1036,3.11,[2.79562793]
1037,25.7,[30.33684991]
1038,4.5,[3.71008485]
1039,4.65,[4.58135655]
1040,15.46,[18.84648968]
1041,3.0,[-2.63979324]
1042,14.52,[13.62790219]
1043,11.6,[12.37419859]
1044,4.9,[4.49018465]
1045,3.0,[2.17915669]
1046,17.5,[14.85641812]
1047,0.85,[2.3940419]
1048,4.95,[4.21085278]
1049,8.1,[5.865691]
1050,7.56,[12.07887715]
1051,1.22,[4.69747534]
1052,3.5,[4.07096559]
1053,10.24,[13.55294482]
1054,40.0,[33.99199806]
1055,7.5,[8.39299741]
1056,5.0,[4.92366534]
1057,13.28,[15.93163405]
1058,2.5,[1.55284534]
1059,6.75,[6.64963909]
1060,20.37,[26.71536725]
1061,8.9,[8.95228364]
1062,6.0,[5.37760497]
1063,6.3,[7.31578132]
1064,9.9,[10.91124827]
1065,6.95,[6.0962186]
1066,6.25,[5.26895393]
1067,11.88,[14.10183235]
1068,24.51,[23.83919813]
1069,6.58,[7.79854585]
1070,3.35,[3.5999803]
1071,3.25,[1.01417234]
1072,9.48,[9.10398443]
1073,2.6,[2.47970299]
1074,37.98,[38.5021936]
1075,3.51,[2.00296694]
1076,26.5,[29.24839031]
1077,1.05,[2.69135911]
1078,34.08,[37.42969642]
1079,4.45,[3.41700824]
1080,11.31,[11.10579044]
1081,7.11,[7.86008254]
1082,4.52,[2.94692935]
1083,3.25,[2.20859686]
1084,2.0,[1.80949959]
1085,3.9,[4.08447042]
1086,4.18,[3.81286429]
1087,2.9,[3.02701862]
1088,8.5,[8.47306053]
1089,12.3,[16.18359266]
1090,2.65,[1.43700838]
1091,21.67,[20.60353423]
1092,28.55,[27.80563273]
1093,1.46,[0.8913489]
1094,28.03,[28.06838473]
1095,12.5,[13.2189373]
1096,12.25,[12.60290953]
1097,6.24,[8.14097191]
1098,4.9,[5.11836294]
1099,7.25,[7.79411802]
1100,2.5,[2.39135017]
1101,29.0,[25.98843336]
1102,6.08,[5.45834897]
1103,3.15,[3.24017667]
1104,12.99,[13.9695452]
1105,7.5,[8.52310467]
1106,3.1,[2.34555099]
1107,0.99,[2.04470878]
1108,5.5,[4.73200282]
1109,22.0,[23.36246917]
1110,4.4,[4.12851956]
1111,3.8,[-0.19741447]
1112,4.25,[4.11433962]
1113,1.75,[3.65370808]
1114,8.25,[8.26169779]
1115,20.87,[20.83150457]
1116,2.88,[1.73326303]
1117,22.0,[25.20422117]
1118,19.25,[23.09720296]
1119,9.95,[10.3183879]
1120,3.3,[2.683422]
1121,23.0,[21.5204197]
1122,9.31,[10.61708512]
1123,47.35,[40.29589364]
1124,20.5,[20.39995233]
1125,7.39,[7.16799934]
1126,35.5,[37.49004132]
1127,1.59,[0.91663131]
1128,18.5,[22.10673003]
1129,16.5,[18.23498109]
1130,4.0,[1.14960247]
1131,6.58,[7.61720055]
1132,4.4,[4.07414589]
1133,17.0,[19.17984324]
1134,3.55,[4.84685013]
1135,5.99,[5.83537411]
1136,27.0,[27.17838729]
1137,5.49,[6.18670881]
1138,12.95,[13.41583857]
1139,6.6,[5.87476352]
1140,10.5,[11.11327652]
1141,5.87,[6.1747857]
1142,8.5,[9.53195399]
1143,5.7,[5.87218409]
1144,3.0,[3.16655934]
1145,6.6,[7.04537538]
1146,3.75,[3.24920309]
1147,8.5,[11.46709005]
1148,2.6,[1.29297997]
1149,8.5,[8.75234429]
1150,8.6,[11.98657343]
1151,1.8,[1.8444772]
1152,4.8,[4.79529679]
1153,2.95,[3.16362097]
1154,3.62,[3.05842674]
1155,2.2,[2.71606061]
1156,17.5,[18.24110981]
1157,29.0,[27.88537566]
1158,5.75,[5.23694504]
1159,10.9,[10.85356964]
1160,4.9,[3.98874616]
1161,8.5,[10.61979623]
1162,2.6,[1.17010621]
1163,25.0,[24.00038784]
1164,4.35,[4.97242763]
1165,14.25,[16.84450105]
1166,6.35,[6.10331852]
1167,4.5,[5.56896531]
1168,9.7,[7.47404233]
1169,2.0,[1.34424896]
1170,2.75,[1.66938335]
1171,3.25,[3.29548508]
1172,4.35,[4.20015302]
1173,32.8,[33.23376885]
1174,58.54,[62.95659688]
1175,13.5,[18.0064046]
1176,4.25,[4.69267183]
1177,5.12,[6.13780295]
1178,19.94,[22.72941907]
1179,6.5,[6.3541703]
1180,1.75,[2.43045629]
1181,14.01,[14.35865943]
1182,6.84,[5.99745204]
1183,3.83,[3.05297745]
1184,9.0,[10.49524138]
1185,7.12,[7.3838139]
1186,14.5,[15.56002997]
1187,16.58,[23.82133398]
1188,3.95,[4.64620108]
1189,2.75,[1.99300686]
1190,45.82,[43.00580374]
1191,6.5,[6.88700164]
1192,4.25,[5.33954785]
1193,8.45,[8.52706153]
1194,5.65,[5.08731164]
1195,10.75,[8.46650336]
1196,32.95,[35.43839958]
1197,3.5,[3.22488627]
1198,1.15,[3.54488178]
1199,2.9,[2.15126389]
1200,4.25,[4.38601773]
1201,5.5,[5.46934106]
1202,1.55,[1.24331934]
1203,3.95,[4.37223573]
1204,5.0,[5.73944897]
1205,8.5,[7.60018718]
1206,1.5,[-2.24346325]
1207,1.65,[2.65290806]
1208,3.85,[2.78338641]
1209,45.0,[40.92511633]
1210,2.4,[2.6759975]
1211,2.65,[2.8672135]
1212,2.35,[3.2393814]
1213,6.51,[5.6448571]
1214,5.67,[6.75992239]
1215,25.51,[25.72386623]
1216,4.8,[4.66723299]
1217,7.88,[10.00646905]
1218,8.38,[11.29118467]
1219,16.67,[21.4198306]
1220,3.41,[1.36302054]
1221,1.1,[1.25389491]
1222,37.93,[36.60775711]
1223,29.2,[29.11391668]
1224,7.23,[6.78915078]
1225,7.4,[8.15599599]
1226,5.95,[5.56514772]
1227,15.0,[13.79262725]
1228,4.6,[6.69110418]
1229,7.11,[7.13424743]
1230,4.19,[4.15348165]
1231,15.0,[15.32252904]
1232,8.0,[8.65935009]
1233,19.85,[21.32125507]
1234,11.75,[12.01599518]
1235,7.46,[10.1334044]
1236,2.59,[3.14555548]
1237,2.9,[2.90566276]
1238,70.66,[56.61353469]
1239,2.6,[2.73011611]
1240,1.25,[1.44802591]
1241,5.04,[4.61966703]
1242,4.0,[3.25836021]
1243,6.8,[7.87072677]
1244,5.5,[4.8119727]
1245,7.99,[8.09595742]
1246,6.93,[6.0497334]
1247,1.37,[-0.70141997]
1248,8.32,[8.47487012]
1249,12.0,[11.79257053]
1250,22.5,[23.96547766]
1251,5.68,[5.23593319]
1252,1.6,[1.81685808]
1253,90.0,[84.19845701]
1254,5.15,[4.94881242]
1255,2.75,[2.46591344]
1256,6.75,[5.99336589]
1257,4.25,[4.09720825]
1258,17.95,[17.08802778]
1259,5.0,[3.04259859]
1260,9.0,[9.23185824]
1261,2.96,[1.78285062]
1262,6.54,[6.7602755]
1263,12.0,[10.68062174]
1264,1.8,[3.56282551]
1265,3.51,[2.70273388]
1266,8.95,[8.06866433]
1267,3.45,[2.49324215]
1268,6.64,[9.71987716]
1269,1.25,[2.59095078]
1270,3.42,[3.65881136]
1271,9.65,[10.86521634]
1272,6.0,[11.10251839]
1273,1.1,[0.6094267]
1274,12.36,[11.87656294]
1275,4.11,[3.48515119]
1276,7.8,[9.31597354]
1277,3.83,[3.99689128]
1278,4.4,[5.04437047]
1279,6.51,[9.08882818]
1280,3.3,[2.56152519]
1281,5.75,[5.0096408]
1282,8.9,[10.03289304]
1283,6.1,[5.17948398]
1284,4.3,[3.8520152]
1285,2.71,[2.06446962]
1286,2.45,[2.93686818]
1287,4.9,[5.61016873]
1288,55.54,[56.35904344]
1289,6.5,[6.37191142]
1290,9.23,[8.23988349]
1291,4.0,[3.39533954]
1292,26.5,[25.38578125]
1293,17.27,[18.34894411]
1294,6.15,[5.06939391]
1295,3.25,[1.90069562]
1296,20.0,[18.92918046]
1297,3.2,[2.73881016]
1298,11.0,[10.44668663]
1299,5.64,[5.82193304]
1300,4.5,[3.5557981]
1301,4.86,[4.5259245]
1302,11.99,[10.09163465]
1303,2.9,[2.67486665]
1304,3.8,[3.52279642]
1305,41.5,[34.56781836]
1306,17.55,[21.8590404]
1307,18.55,[19.93857055]
1308,18.0,[17.2713379]
1309,5.25,[5.60659342]
1310,5.8,[5.39421505]
1311,37.99,[37.45656074]
1312,5.35,[3.93539797]
1313,17.45,[18.32782273]
1314,4.25,[2.93735319]
1315,6.0,[5.99432162]
1316,6.2,[5.61149242]
1317,4.11,[2.26791022]
1318,3.39,[3.61557354]
1319,21.99,[24.56208662]
1320,27.11,[29.10556535]
1321,5.25,[5.11683354]
1322,2.25,[2.22313142]
1323,3.0,[3.08896088]
1324,12.5,[12.39264623]
1325,4.75,[3.7903525]
1326,3.05,[3.3444243]
1327,5.9,[6.76767379]
1328,3.6,[3.68374454]
1329,1.5,[0.08187423]
1330,4.3,[4.28198363]
1331,5.25,[5.77256063]
1332,7.95,[9.94360883]
1333,3.0,[2.11854607]
1334,2.35,[2.25864562]
1335,3.45,[2.76901037]
1336,11.45,[11.56400929]
1337,1.95,[2.30244646]
1338,8.0,[10.04932544]
1339,8.0,[7.63378158]
1340,14.5,[15.88795495]
1341,2.95,[3.00194737]
1342,4.0,[2.8356407]
1343,4.5,[3.97479797]
1344,30.3,[29.70342052]
1345,8.0,[8.80609717]
1346,7.75,[11.71625524]
1347,4.45,[5.22811684]
1348,2.75,[3.69613691]
1349,25.71,[26.75639291]
1350,4.65,[4.86892311]
1351,6.3,[8.81938169]
1352,20.28,[21.01322063]
1353,3.25,[3.67188923]
1354,17.23,[18.32728242]
1355,37.0,[39.79528076]
1356,5.25,[4.72571095]
1357,4.8,[5.05541043]
1358,2.42,[2.28980903]
1359,5.45,[4.03545563]
1360,6.5,[6.38105695]
1361,1.8,[1.25946851]
1362,4.0,[4.63834488]
1363,3.0,[3.54567867]
1364,7.0,[6.38531709]
1365,12.0,[13.7253388]
1366,7.5,[9.10778052]
1367,21.5,[21.43842991]
1368,29.67,[31.83354506]
1369,35.0,[36.52545294]
1370,5.43,[4.42042442]
1371,6.0,[7.75427308]
1372,5.85,[5.86975791]
1373,5.5,[2.32867947]
1374,4.7,[5.08354566]
1375,32.5,[26.74352043]
1376,4.5,[3.6958909]
1377,18.9,[22.12977033]
1378,6.69,[6.89636034]
1379,5.2,[6.11154633]
1380,2.6,[2.15230776]
1381,9.75,[6.01703107]
1382,6.25,[6.0532342]
1383,4.95,[4.64299343]
1384,5.05,[4.27842378]
1385,45.62,[48.9711734]
1386,3.25,[3.49555593]
1387,14.49,[13.31415419]
1388,2.74,[2.50286343]
1389,20.5,[19.68143118]
1390,4.75,[5.34023666]
1391,19.9,[20.8140657]
1392,8.36,[11.38443149]
1393,39.45,[39.11366028]
1394,4.07,[5.18852829]
1395,6.54,[5.60670519]
1396,8.7,[7.27019215]
1397,13.95,[18.7971197]
1398,10.28,[12.35289555]
1399,3.55,[3.22916636]
1400,8.7,[9.18981444]
1401,3.25,[3.34864331]
1402,5.17,[5.955273]
1403,52.0,[42.37246905]
1404,38.99,[37.13750058]
1405,6.35,[8.70158124]
1406,7.5,[13.54687806]
1407,3.45,[4.58438075]
1408,2.4,[3.0192463]
1409,21.0,[32.57028372]
1410,30.45,[31.1960296]
1411,6.28,[4.92750724]
1412,36.5,[34.77264572]
1413,13.75,[12.83281577]
1414,7.25,[6.1668877]
1415,6.95,[5.94118714]
1416,3.45,[2.46049727]
1417,4.05,[4.83771442]
1418,7.85,[7.78403816]
1419,3.5,[2.02247761]
1420,2.7,[3.25202027]
1421,9.18,[9.67294138]
1422,5.96,[6.15032227]
1423,3.28,[2.21425877]
1424,5.4,[4.72424494]
1425,5.25,[3.98916323]
1426,5.53,[5.06387476]
1427,18.58,[22.0217588]
1428,3.35,[2.72536911]
1429,8.02,[9.75589542]
1430,28.88,[29.03411609]
1431,2.35,[1.73092285]
1432,13.25,[15.25769007]
1433,35.0,[30.50846195]
1434,2.75,[1.68938345]
1435,3.95,[3.53244333]
1436,19.75,[21.38037825]
1437,38.0,[36.93628088]
1438,49.0,[36.33722432]
1439,5.25,[6.44907479]
1440,26.5,[30.14697373]
1441,36.0,[24.35734227]
1442,11.99,[12.77395015]
1443,3.5,[5.49041338]
1444,2.75,[4.20892856]
1445,4.25,[3.68007549]
1446,48.91,[53.46200129]
1447,5.9,[9.34580345]
1448,11.5,[13.73581318]
1449,9.75,[10.4223972]
1450,3.67,[3.47223321]
1451,9.19,[9.73268122]
1452,2.25,[2.4625864]
1453,12.5,[15.17031483]
1454,26.5,[27.39139369]
1455,3.3,[3.21915014]
1456,10.5,[12.02897415]
1457,7.75,[8.63636976]
1458,13.9,[17.26313157]
1459,14.5,[14.81502942]
1460,2.75,[2.22703346]
1461,24.0,[22.47251106]
1462,12.4,[12.78698189]
1463,4.95,[4.70761702]
1464,3.5,[4.70418401]
1465,45.0,[39.11466497]
1466,31.99,[28.14619034]
1467,1.7,[0.70959333]
1468,4.6,[4.1719726]
1469,28.75,[30.0279795]
1470,6.75,[6.65880144]
1471,6.25,[6.12134355]
1472,3.65,[3.96436921]
1473,6.2,[5.10307627]
1474,2.15,[1.22080575]
1475,5.65,[8.06506397]
1476,19.0,[20.44745397]
1477,2.5,[2.50465753]
1478,5.25,[5.41726814]
1479,6.11,[5.21106658]
1480,4.99,[3.91544184]
1481,3.8,[2.70363507]
1482,11.73,[12.38104532]
1483,13.5,[15.460407]
1484,16.42,[18.31934742]
1485,7.53,[7.26882755]
1486,2.1,[1.62263645]
1487,5.0,[4.24624038]
1488,5.75,[6.37314929]
1489,0.95,[3.79097498]
1490,9.24,[7.8741637]
1491,1.9,[2.06659765]
1492,5.0,[4.65216983]
1493,10.25,[10.00769208]
1494,6.14,[5.8595529]
1495,4.25,[4.27398401]
1496,7.5,[7.589466]
1497,7.5,[7.60308994]
1498,15.5,[22.78724948]
1499,6.6,[6.21832403]
1500,1.24,[1.44829008]
1501,5.35,[5.09474776]
1502,17.15,[17.19043499]
1503,8.65,[7.60938818]
1504,27.43,[27.95084888]
1505,2.1,[1.56154921]
1506,6.1,[4.53657223]
1507,7.9,[7.10024406]
1508,4.2,[4.2621428]
1509,5.15,[5.65589971]
1510,9.25,[8.15016885]
1511,2.25,[0.87953316]
1512,36.83,[41.01572358]
1513,1.35,[0.24517052]
1514,78.8,[65.21276511]
1515,2.25,[2.59027166]
1516,6.95,[7.25383527]
1517,12.07,[13.61272634]
1518,3.55,[3.27259035]
1519,19.41,[19.46408624]
1520,35.0,[32.23090257]
1521,10.5,[7.56865183]
1522,7.0,[7.97920211]
1523,3.81,[4.23280562]
1524,3.55,[3.89749308]
1525,5.44,[5.34447824]
1526,3.9,[4.16038923]
1527,2.7,[3.02643795]
1528,3.5,[3.03492499]
1529,4.4,[3.91131569]
1530,13.28,[12.47582418]
1531,8.6,[8.72435013]
1532,2.25,[3.06050428]
1533,6.75,[7.49024647]
1534,4.95,[4.82487645]
1535,6.9,[7.99485382]
1536,11.45,[10.32791047]
1537,10.0,[14.16138228]
1538,14.28,[15.65611125]
1539,11.15,[11.71891331]
1540,7.64,[7.58854046]
1541,2.96,[1.47039497]
1542,5.25,[4.88748883]
1543,9.35,[11.37583542]
1544,4.5,[3.90317362]
1545,1.2,[1.80879633]
1546,2.75,[3.16655934]
1547,11.0,[10.65808266]
1548,3.5,[3.43177676]
1549,5.0,[5.38746076]
1550,28.25,[27.97373786]
1551,0.45,[3.56193701]
1552,4.75,[4.61961485]
1553,2.2,[1.97028504]
1554,4.9,[4.70844405]
1555,6.22,[6.33668968]
1556,36.0,[34.85022853]
1557,8.0,[8.0307535]
1558,4.0,[3.96661777]
1559,5.89,[7.80444657]
1560,5.1,[5.68894979]
1561,7.21,[6.21412737]
1562,18.06,[21.88521566]
1563,22.75,[23.91718205]
1564,6.25,[6.05485892]
1565,25.31,[23.69035364]
1566,4.35,[3.68373948]
1567,6.5,[5.69003387]
1568,2.5,[2.42521487]
1569,7.0,[7.95449391]
1570,4.0,[2.66354808]
1571,7.36,[7.88490568]
1572,21.0,[20.49233648]
1573,5.8,[6.04409108]
1574,4.75,[4.44305683]
1575,13.5,[17.25890046]
1576,5.0,[5.58275674]
1577,7.75,[8.40391626]
1578,5.8,[6.28117453]
1579,11.5,[10.17051717]
1580,5.25,[6.42397277]
1581,4.5,[6.0913124]
1582,6.96,[6.6810974]
1583,1.8,[0.85248286]
1584,2.9,[3.07088274]
1585,1.45,[0.88649463]
1586,5.0,[5.91770451]
1587,3.0,[2.79820195]
1588,8.92,[9.26489725]
1589,23.0,[21.55161914]
1590,11.0,[10.70868893]
1591,4.0,[4.24609139]
1592,5.75,[5.52621675]
1593,3.5,[4.96358382]
1594,5.25,[5.39941635]
1595,12.75,[12.55058436]
1596,3.0,[1.74668136]
1597,8.9,[9.0160421]
1598,11.87,[14.31804784]
1599,25.0,[24.13245731]
1600,29.0,[27.95034278]
1601,4.5,[4.97327243]
1602,10.95,[10.87930115]
1603,7.85,[7.82405402]
1604,18.25,[23.15158467]
1605,19.99,[18.38079478]
1606,3.9,[3.8869037]
1607,3.95,[4.99520522]
1608,6.83,[5.73592059]
1609,4.7,[4.25988116]
1610,27.0,[27.26482629]
1611,3.21,[2.46077836]
1612,3.32,[2.40277756]
1613,16.0,[14.86000581]
1614,2.65,[1.3685622]
1615,4.39,[3.27314607]
1616,6.0,[5.89268762]
1617,5.55,[5.82166928]
1618,7.75,[6.91013523]
1619,3.5,[3.44828139]
1620,5.39,[5.14087479]
1621,7.09,[6.92317193]
1622,11.31,[10.57551549]
1623,4.9,[4.96781726]
1624,5.25,[5.41384362]
1625,4.6,[4.91127676]
1626,9.25,[8.70262319]
1627,5.99,[5.83381374]
1628,5.15,[4.81565485]
1629,2.5,[1.50237698]
1630,1.75,[1.23568422]
1631,2.95,[2.4761234]
1632,4.9,[4.03232633]
1633,3.9,[1.54401407]
1634,30.0,[27.89164593]
1635,3.9,[3.80897659]
1636,10.75,[11.44893865]
1637,12.15,[9.75207869]
1638,0.7,[2.03004543]
1639,5.0,[3.89215812]
1640,1.6,[2.69540076]
1641,12.5,[11.74100971]
1642,3.3,[3.27081105]
1643,11.25,[10.46108673]
1644,3.91,[0.09335324]
1645,4.65,[5.28306279]
1646,1.2,[-0.22797142]
1647,3.55,[4.45239552]
1648,35.82,[32.09210468]
1649,21.8,[26.43988219]
1650,4.6,[4.65364093]
1651,6.9,[6.05163811]
1652,1.45,[3.23706242]
1653,18.0,[21.36006364]
1654,3.0,[1.55808631]
1655,19.5,[20.87420773]
1656,1.26,[-0.07694259]
1657,4.55,[4.69842485]
1658,8.5,[7.57807961]
1659,5.0,[5.68271189]
1660,21.5,[23.899723]
1661,6.2,[6.21129162]
1662,6.85,[6.40710693]
1663,2.5,[2.1254104]
1664,17.5,[17.93356854]
1665,36.75,[47.70847697]
1666,6.99,[4.99359452]
1667,4.5,[4.5276474]
1668,4.25,[4.99878504]
1669,4.5,[4.94991983]
1670,5.25,[5.31066278]
1671,3.65,[2.70891429]
1672,4.24,[4.74612098]
1673,3.5,[3.91238285]
1674,3.25,[2.87444272]
1675,19.92,[22.29211651]
1676,2.85,[2.2000854]
1677,2.65,[1.57121083]
1678,3.99,[-1.77703365]
1679,12.9,[13.11906326]
1680,2.45,[3.21690245]
1681,3.99,[3.70348785]
1682,3.0,[3.30121977]
1683,14.2,[10.14339207]
1684,4.35,[4.63063672]
1685,10.0,[6.67936096]
1686,17.25,[18.95450257]
1687,5.34,[4.98003765]
1688,4.75,[4.40984385]
1689,16.5,[16.73957947]
1690,7.11,[9.25905095]
1691,1.5,[1.8616869]
1692,16.5,[21.20632019]
1693,5.5,[5.11407467]
1694,7.5,[6.9238829]
1695,5.25,[7.95108552]
1696,4.5,[4.20787625]
1697,10.69,[12.16840154]
1698,6.0,[4.24771428]
1699,1.3,[2.54549096]
1700,12.0,[11.6825837]
1701,7.85,[8.43449713]
1702,3.4,[4.76131064]
1703,5.0,[4.52542889]
1704,4.45,[4.79041425]
1705,3.65,[3.55476397]
1706,3.56,[4.1122478]
1707,7.1,[6.75381057]
1708,4.45,[3.8073387]
1709,44.0,[38.9697346]
1710,6.5,[6.85965603]
1711,9.9,[10.81446334]
1712,9.25,[9.7326681]
1713,29.0,[11.31411129]
1714,3.25,[3.07248929]
1715,2.2,[2.20899647]
1716,43.0,[46.47305025]
1717,12.5,[13.23816517]
1718,6.51,[7.91279974]
1719,8.25,[8.07618823]
1720,10.46,[9.88717412]
1721,1.55,[1.83866914]
1722,4.98,[2.95499323]
1723,4.45,[4.07431063]
1724,8.75,[9.34915153]
1725,6.46,[5.91164499]
1726,6.9,[6.74039797]
1727,21.5,[20.75939924]
1728,3.8,[2.84356262]
1729,16.09,[15.81819092]
1730,12.25,[10.80588353]
1731,16.25,[19.21924672]
1732,9.8,[9.81324307]
1733,7.67,[8.1011258]
1734,5.95,[6.69284587]
1735,6.25,[5.77053313]
1736,5.25,[5.69526721]
1737,1.95,[1.59896542]
1738,2.5,[1.46419286]
1739,2.45,[1.80296128]
1740,30.42,[28.19883154]
1741,2.7,[2.66599562]
1742,5.5,[4.36797783]
1743,4.0,[3.34338503]
1744,4.8,[6.32577411]
1745,3.4,[3.89168978]
1746,2.9,[2.63292958]
1747,6.5,[2.94866212]
1748,5.7,[5.96066161]
1749,3.65,[4.49641778]
1750,4.88,[5.26077138]
1751,4.35,[4.1425631]
1752,55.0,[53.84412782]
1753,4.65,[4.28487956]
1754,7.0,[7.05317617]
1755,3.25,[3.22655982]
1756,4.0,[3.07036319]
1757,3.5,[2.76314089]
1758,39.75,[40.71857809]
1759,6.0,[7.19792046]
1760,11.0,[20.0210148]
1761,6.24,[5.96462435]
1762,4.5,[3.57670639]
1763,4.75,[4.81879917]
1764,2.51,[2.16068085]
1765,8.5,[8.44330723]
1766,10.8,[11.03525182]
1767,1.79,[1.80983901]
1768,1.96,[1.24402182]
1769,2.75,[1.94687581]
1770,15.5,[16.24003607]
1771,3.65,[5.00041402]
1772,4.9,[3.29745983]
1773,24.5,[26.60573946]
1774,4.45,[4.97634757]
1775,25.5,[23.02868682]
1776,23.5,[25.29748225]
1777,4.77,[4.95890025]
1778,5.75,[5.67123164]
1779,6.26,[6.82387475]
1780,4.25,[4.93469637]
1781,3.5,[3.84116087]
1782,2.15,[2.02876117]
1783,2.4,[1.69864191]
1784,5.5,[6.45822664]
1785,3.5,[4.01630874]
1786,4.7,[4.88201979]
1787,50.97,[44.83249183]
1788,56.0,[46.79568322]
1789,13.5,[13.00675189]
1790,14.3,[11.92390063]
1791,9.5,[9.57847128]
1792,25.0,[23.31575825]
1793,5.5,[6.13646521]
1794,5.05,[4.81323899]
1795,6.53,[5.54037769]
1796,24.74,[25.40837451]
1797,2.44,[2.1107739]
1798,8.65,[9.33406117]
1799,4.88,[5.89119598]
1800,3.25,[2.64157747]
1801,21.0,[27.98261238]
1802,5.94,[6.87845559]
1803,8.45,[8.80373659]
1804,8.19,[7.07525105]
1805,4.8,[4.12489328]
1806,40.66,[37.5900275]
1807,1.87,[1.70495206]
1808,3.29,[2.51127342]
1809,6.3,[7.88570151]
1810,11.39,[10.80119489]
1811,7.32,[7.07136496]
1812,30.0,[26.63139191]
1813,5.95,[6.13131004]
1814,15.0,[14.03046435]
1815,5.84,[5.13721578]
1816,5.67,[5.60735811]
1817,1.0,[0.34046281]
1818,4.9,[4.41967849]
1819,4.7,[4.26402637]
1820,2.85,[2.19008639]
1821,1.2,[1.14260865]
1822,1.8,[2.0771019]
1823,70.0,[59.62992124]
1824,9.5,[9.81638038]
1825,7.79,[8.35750822]
1826,2.3,[3.57296153]
1827,2.6,[3.46181536]
1828,2.55,[2.43696917]
1829,0.65,[-0.29823537]
1830,5.75,[6.48664988]
1831,8.36,[11.70385649]
1832,4.5,[4.4936222]
1833,5.0,[5.4943273]
1834,4.7,[3.95821083]
1835,49.24,[41.38646305]
1836,5.5,[4.4729017]
1837,4.3,[4.33163722]
1838,7.95,[8.77825224]
1839,1.68,[1.19497069]
1840,5.9,[5.5946873]
1841,4.95,[4.0428417]
1842,6.71,[5.95323755]
1843,2.25,[1.5674971]
1844,12.25,[13.42437269]
1845,3.45,[2.72054674]
1846,3.69,[2.78728792]
1847,4.15,[4.02423907]
1848,3.7,[3.49512744]
1849,31.75,[37.40709003]
1850,5.85,[5.46851501]
1851,22.0,[19.65789585]
1852,22.55,[24.27576708]
1853,1.65,[2.22150833]
1854,2.7,[1.22837612]
1855,28.0,[29.64488254]
1856,1.5,[1.56029914]
1857,22.5,[20.24010788]
1858,15.8,[20.34071189]
1859,23.0,[27.45701769]
1860,12.5,[12.86354861]
1861,22.0,[20.7460881]
1862,6.1,[8.31805368]
1863,4.44,[5.9154637]
1864,3.75,[3.63955245]
1865,3.85,[4.20511705]
1866,9.9,[8.0972259]
1867,8.0,[7.27813717]
1868,38.75,[39.87821188]
1869,8.0,[7.74232576]
1870,6.5,[5.49495912]
1871,5.5,[5.39144965]
1872,3.0,[2.39173593]
1873,8.99,[8.82612973]
1874,2.3,[1.45604416]
1875,13.99,[13.49630328]
1876,4.0,[5.42455249]
1877,3.6,[3.44802122]
1878,14.5,[12.75349919]
1879,2.9,[3.5480719]
1880,6.5,[8.86149021]
1881,2.21,[1.52566309]
1882,26.5,[27.01191905]
1883,9.3,[10.55683411]
1884,7.0,[6.74530231]
1885,4.88,[4.02418424]
1886,5.6,[7.33966205]
1887,4.5,[5.70572434]
1888,17.55,[18.38749996]
1889,8.25,[7.88624708]
1890,3.0,[2.74167001]
1891,7.29,[8.23605776]
1892,20.11,[22.80850651]
1893,24.75,[24.86650484]
1894,4.8,[4.54716211]
1895,58.0,[48.93520991]
1896,7.59,[8.68348648]
1897,18.5,[19.93016394]
1898,2.3,[1.40422555]
1899,2.02,[48.76032161]
1900,4.45,[3.36320049]
1901,25.71,[27.80022263]
1902,11.65,[12.18930325]
1903,9.15,[9.06539368]
1904,2.5,[1.33813006]
1905,3.0,[2.68942021]
1906,4.0,[3.78885721]
1907,17.5,[21.20717548]
1908,3.5,[3.26334773]
1909,7.5,[9.77154244]
1910,2.35,[2.11571642]
1911,3.4,[4.08682434]
1912,7.5,[7.50611161]
1913,3.42,[3.02524964]
1914,6.25,[8.07947937]
1915,39.62,[39.36291091]
1916,3.34,[5.07383589]
1917,5.49,[4.90259965]
1918,9.4,[11.56457186]
1919,2.0,[2.12891792]
1920,8.75,[8.00032068]
1921,4.5,[5.06234086]
1922,6.25,[6.68974646]
1923,7.9,[7.925212]
1924,24.95,[25.65476385]
1925,9.46,[9.78019884]
1926,3.74,[3.21681176]
1927,30.0,[34.74699545]
1928,2.75,[3.28656095]
1929,15.5,[15.17904758]
1930,2.25,[2.51223929]
