,actual,predicted
999,2.75,[2.93322321]
1000,7.0,[8.11048789]
1001,7.25,[7.35563141]
1002,2.9,[2.69213242]
1003,7.5,[8.19133738]
1004,11.0,[7.2592497]
1005,6.5,[6.42590873]
1006,4.99,[4.72350336]
1007,1.75,[2.14812959]
1008,41.5,[41.6108276]
1009,16.59,[16.95064722]
1010,6.94,[6.39234696]
1011,9.0,[5.88220763]
1012,7.65,[8.50732234]
1013,3.85,[4.19250817]
1014,5.84,[6.25172277]
1015,16.52,[18.2161884]
1016,13.0,[11.00995232]
1017,7.69,[7.29839312]
1018,7.65,[8.30511413]
1019,6.0,[6.28794531]
1020,3.0,[1.31279296]
1021,5.75,[6.42885664]
1022,13.54,[14.87154961]
1023,16.14,[19.32812754]
1024,4.8,[4.42809848]
1025,65.81,[60.22905975]
1026,9.99,[11.28946498]
1027,37.9,[39.1706494]
1028,52.5,[42.27416399]
1029,7.8,[6.20474299]
1030,7.5,[7.73447884]
1031,7.9,[7.82158913]
1032,4.0,[3.96894227]
1033,6.75,[7.62073025]
1034,2.85,[2.45645433]
1035,9.51,[9.55715088]
1036,3.11,[3.14564145]
1037,25.7,[30.30472407]
1038,4.5,[3.69973779]
1039,4.65,[4.54462301]
1040,15.46,[18.66177997]
1041,3.0,[-3.10477981]
1042,14.52,[13.54337215]
1043,11.6,[12.37838291]
1044,4.9,[4.48267657]
1045,3.0,[2.48330279]
1046,17.5,[14.8458413]
1047,0.85,[2.1611412]
1048,4.95,[4.2026752]
1049,8.1,[5.86694091]
1050,7.56,[12.43366009]
1051,1.22,[4.15971828]
1052,3.5,[4.14825798]
1053,10.24,[13.5125667]
1054,40.0,[33.83200262]
1055,7.5,[8.30988532]
1056,5.0,[4.83175162]
1057,13.28,[15.79144857]
1058,2.5,[1.55424456]
1059,6.75,[6.65221069]
1060,20.37,[26.62132154]
1061,8.9,[8.91384064]
1062,6.0,[5.29251349]
1063,6.3,[7.29800553]
1064,9.9,[10.90316622]
1065,6.95,[6.10522093]
1066,6.25,[5.30653375]
1067,11.88,[14.11342552]
1068,24.51,[23.86944082]
1069,6.58,[7.90911936]
1070,3.35,[3.38757931]
1071,3.25,[1.14702992]
1072,9.48,[8.94495368]
1073,2.6,[2.50451462]
1074,37.98,[38.60495919]
1075,3.51,[2.44759891]
1076,26.5,[29.23467471]
1077,1.05,[2.65491722]
1078,34.08,[37.36562781]
1079,4.45,[3.44676559]
1080,11.31,[11.08280133]
1081,7.11,[7.73954099]
1082,4.52,[2.91476962]
1083,3.25,[2.13977861]
1084,2.0,[1.58917117]
1085,3.9,[3.84471498]
1086,4.18,[3.77231563]
1087,2.9,[3.03585458]
1088,8.5,[8.4445413]
1089,12.3,[16.17029246]
1090,2.65,[1.41412124]
1091,21.67,[20.62279932]
1092,28.55,[27.58813918]
1093,1.46,[0.98910286]
1094,28.03,[27.98651592]
1095,12.5,[13.18169298]
1096,12.25,[12.69849422]
1097,6.24,[8.15697391]
1098,4.9,[4.99235766]
1099,7.25,[7.94479694]
1100,2.5,[2.40618908]
1101,29.0,[25.95864711]
1102,6.08,[5.46474279]
1103,3.15,[3.25070179]
1104,12.99,[13.86632921]
1105,7.5,[8.50861144]
1106,3.1,[2.46382009]
1107,0.99,[2.0223805]
1108,5.5,[4.7542293]
1109,22.0,[23.52730528]
1110,4.4,[4.12671529]
1111,3.8,[-0.03944694]
1112,4.25,[4.117101]
1113,1.75,[3.66134461]
1114,8.25,[8.21521957]
1115,20.87,[20.97584143]
1116,2.88,[1.74755418]
1117,22.0,[25.13635492]
1118,19.25,[23.14306672]
1119,9.95,[10.23956695]
1120,3.3,[2.68044899]
1121,23.0,[21.48169953]
1122,9.31,[10.73449357]
1123,47.35,[40.28085784]
1124,20.5,[20.4330534]
1125,7.39,[7.21269715]
1126,35.5,[37.46401868]
1127,1.59,[0.7407278]
1128,18.5,[21.78421624]
1129,16.5,[18.28763638]
1130,4.0,[1.00371779]
1131,6.58,[7.95940386]
1132,4.4,[4.06644937]
1133,17.0,[19.24810428]
1134,3.55,[4.81002756]
1135,5.99,[5.81727309]
1136,27.0,[27.22885512]
1137,5.49,[6.21485624]
1138,12.95,[13.46589042]
1139,6.6,[5.88276237]
1140,10.5,[11.10491791]
1141,5.87,[6.27226885]
1142,8.5,[9.53174082]
1143,5.7,[5.89638759]
1144,3.0,[3.14432205]
1145,6.6,[6.99598778]
1146,3.75,[3.34560264]
1147,8.5,[11.81760796]
1148,2.6,[1.19044886]
1149,8.5,[8.59729896]
1150,8.6,[12.12406179]
1151,1.8,[1.83372457]
1152,4.8,[4.78678397]
1153,2.95,[3.2261758]
1154,3.62,[3.02366133]
1155,2.2,[2.70869436]
1156,17.5,[18.28910763]
1157,29.0,[28.40191086]
1158,5.75,[5.26546408]
1159,10.9,[10.87721751]
1160,4.9,[3.94020997]
1161,8.5,[10.66708292]
1162,2.6,[1.24508775]
1163,25.0,[23.9927525]
1164,4.35,[5.21557259]
1165,14.25,[16.85653247]
1166,6.35,[5.99636623]
1167,4.5,[5.64854714]
1168,9.7,[7.33587004]
1169,2.0,[1.69930001]
1170,2.75,[1.68031347]
1171,3.25,[2.95990181]
1172,4.35,[4.2140357]
1173,32.8,[33.21879351]
1174,58.54,[62.55797967]
1175,13.5,[17.89920393]
1176,4.25,[4.73328129]
1177,5.12,[6.13434514]
1178,19.94,[22.78280093]
1179,6.5,[6.23637977]
1180,1.75,[2.53391514]
1181,14.01,[14.39591979]
1182,6.84,[5.90251664]
1183,3.83,[3.04849735]
1184,9.0,[10.43868889]
1185,7.12,[7.28765949]
1186,14.5,[15.59336626]
1187,16.58,[23.78565941]
1188,3.95,[4.63389358]
1189,2.75,[1.93850072]
1190,45.82,[42.85247761]
1191,6.5,[6.60214735]
1192,4.25,[5.3409624]
1193,8.45,[8.51700971]
1194,5.65,[5.04867782]
1195,10.75,[8.49995742]
1196,32.95,[35.39761879]
1197,3.5,[3.23797742]
1198,1.15,[3.49372998]
1199,2.9,[2.15888788]
1200,4.25,[4.37380685]
1201,5.5,[5.4675982]
1202,1.55,[1.10285907]
1203,3.95,[4.31129292]
1204,5.0,[5.90917778]
1205,8.5,[7.60761006]
1206,1.5,[-1.62688869]
1207,1.65,[2.8344636]
1208,3.85,[2.76889046]
1209,45.0,[41.44521696]
1210,2.4,[2.68936048]
1211,2.65,[2.84705778]
1212,2.35,[3.24638571]
1213,6.51,[5.62167808]
1214,5.67,[6.78989882]
1215,25.51,[25.9256131]
1216,4.8,[4.79027263]
1217,7.88,[9.97022579]
1218,8.38,[11.4504865]
1219,16.67,[21.41961754]
1220,3.41,[1.3617184]
1221,1.1,[1.2236215]
1222,37.93,[36.65873002]
1223,29.2,[29.10968461]
1224,7.23,[6.9622532]
1225,7.4,[7.8867556]
1226,5.95,[5.6967676]
1227,15.0,[13.80473313]
1228,4.6,[6.29393166]
1229,7.11,[7.10884624]
1230,4.19,[4.11578117]
1231,15.0,[15.38246327]
1232,8.0,[8.56402322]
1233,19.85,[21.27902601]
1234,11.75,[11.81071678]
1235,7.46,[10.13993813]
1236,2.59,[3.21245678]
1237,2.9,[2.9134637]
1238,70.66,[56.75490415]
1239,2.6,[2.84528149]
1240,1.25,[1.56087315]
1241,5.04,[4.62812123]
1242,4.0,[3.30002747]
1243,6.8,[7.86688477]
1244,5.5,[4.50420689]
1245,7.99,[8.12580531]
1246,6.93,[5.95461833]
1247,1.37,[-0.14175018]
1248,8.32,[8.29885342]
1249,12.0,[12.12060863]
1250,22.5,[24.09725366]
1251,5.68,[5.24791969]
1252,1.6,[1.8215699]
1253,90.0,[84.19688614]
1254,5.15,[4.90419034]
1255,2.75,[2.76848086]
1256,6.75,[6.53534753]
1257,4.25,[4.02937331]
1258,17.95,[17.23960565]
1259,5.0,[3.0412049]
1260,9.0,[9.29911242]
1261,2.96,[1.49685483]
1262,6.54,[6.99901665]
1263,12.0,[10.80438276]
1264,1.8,[3.5933737]
1265,3.51,[2.69599659]
1266,8.95,[8.11369651]
1267,3.45,[2.50791142]
1268,6.64,[10.04461373]
1269,1.25,[2.63415829]
1270,3.42,[3.67118833]
1271,9.65,[10.8866422]
1272,6.0,[11.18481482]
1273,1.1,[0.64787231]
1274,12.36,[11.59324678]
1275,4.11,[3.45173258]
1276,7.8,[9.29988976]
1277,3.83,[4.00860168]
1278,4.4,[5.11602702]
1279,6.51,[9.26376583]
1280,3.3,[2.51511026]
1281,5.75,[4.61711751]
1282,8.9,[10.00255773]
1283,6.1,[5.15354286]
1284,4.3,[4.13592507]
1285,2.71,[2.11082425]
1286,2.45,[2.94049404]
1287,4.9,[5.61583173]
1288,55.54,[56.48312733]
1289,6.5,[6.57332131]
1290,9.23,[8.33803333]
1291,4.0,[3.37442225]
1292,26.5,[25.36243857]
1293,17.27,[18.30971177]
1294,6.15,[5.06858193]
1295,3.25,[1.89933878]
1296,20.0,[18.47097454]
1297,3.2,[2.65126135]
1298,11.0,[10.46459731]
1299,5.64,[5.81037719]
1300,4.5,[3.54679641]
1301,4.86,[4.47470092]
1302,11.99,[10.07122851]
1303,2.9,[2.86877697]
1304,3.8,[3.54880263]
1305,41.5,[34.92659795]
1306,17.55,[21.88707517]
1307,18.55,[19.93234421]
1308,18.0,[17.23199655]
1309,5.25,[5.54720406]
1310,5.8,[5.40761894]
1311,37.99,[37.54009066]
1312,5.35,[4.04447689]
1313,17.45,[18.49015431]
1314,4.25,[3.07843061]
1315,6.0,[5.81983727]
1316,6.2,[5.57648092]
1317,4.11,[1.84249451]
1318,3.39,[3.62551186]
1319,21.99,[24.59372536]
1320,27.11,[29.37120131]
1321,5.25,[5.04990797]
1322,2.25,[2.22833228]
1323,3.0,[2.91222565]
1324,12.5,[12.39783052]
1325,4.75,[3.78767952]
1326,3.05,[3.32812842]
1327,5.9,[6.70928684]
1328,3.6,[3.68091791]
1329,1.5,[0.27873695]
1330,4.3,[4.28360853]
1331,5.25,[5.77029061]
1332,7.95,[9.75063237]
1333,3.0,[2.18441379]
1334,2.35,[2.26686507]
1335,3.45,[2.78296017]
1336,11.45,[11.66506554]
1337,1.95,[2.18271584]
1338,8.0,[10.08883061]
1339,8.0,[7.30533746]
1340,14.5,[15.88210784]
1341,2.95,[2.98450209]
1342,4.0,[2.7257969]
1343,4.5,[3.87114684]
1344,30.3,[29.74618558]
1345,8.0,[8.60868681]
1346,7.75,[11.86095191]
1347,4.45,[5.27676475]
1348,2.75,[3.6858619]
1349,25.71,[26.71570422]
1350,4.65,[4.87976317]
1351,6.3,[8.69628735]
1352,20.28,[21.15974214]
1353,3.25,[3.43322215]
1354,17.23,[18.17302823]
1355,37.0,[40.02695902]
1356,5.25,[4.69529484]
1357,4.8,[5.04888332]
1358,2.42,[2.22283895]
1359,5.45,[3.65485257]
1360,6.5,[6.3666876]
1361,1.8,[1.24467568]
1362,4.0,[4.87703605]
1363,3.0,[3.15333994]
1364,7.0,[6.4413252]
1365,12.0,[13.96853962]
1366,7.5,[8.98272461]
1367,21.5,[21.53166578]
1368,29.67,[31.81144482]
1369,35.0,[36.51203284]
1370,5.43,[4.42688157]
1371,6.0,[8.00493723]
1372,5.85,[5.87428246]
1373,5.5,[2.62298005]
1374,4.7,[5.56585007]
1375,32.5,[26.72604854]
1376,4.5,[3.66833598]
1377,18.9,[22.24255261]
1378,6.69,[6.94777093]
1379,5.2,[6.12102733]
1380,2.6,[1.75620564]
1381,9.75,[6.01990202]
1382,6.25,[6.04188124]
1383,4.95,[4.32567979]
1384,5.05,[4.28506989]
1385,45.62,[48.48504753]
1386,3.25,[3.70853882]
1387,14.49,[13.3169003]
1388,2.74,[2.55871751]
1389,20.5,[19.70108304]
1390,4.75,[5.24042622]
1391,19.9,[20.96405997]
1392,8.36,[11.5417893]
1393,39.45,[39.08679593]
1394,4.07,[5.21444905]
1395,6.54,[5.60319548]
1396,8.7,[6.85436124]
1397,13.95,[18.79293522]
1398,10.28,[12.41699323]
1399,3.55,[3.22497539]
1400,8.7,[9.25946218]
1401,3.25,[3.43769953]
1402,5.17,[5.93690992]
1403,52.0,[42.25323584]
1404,38.99,[37.00760346]
1405,6.35,[8.7505085]
1406,7.5,[13.31649045]
1407,3.45,[4.58245659]
1408,2.4,[2.83911832]
1409,21.0,[32.4912683]
1410,30.45,[31.21404729]
1411,6.28,[4.92368178]
1412,36.5,[34.92803417]
1413,13.75,[12.87114973]
1414,7.25,[6.56772184]
1415,6.95,[5.91211514]
1416,3.45,[2.43863286]
1417,4.05,[4.92458912]
1418,7.85,[7.69170161]
1419,3.5,[2.07617967]
1420,2.7,[3.20081551]
1421,9.18,[9.54807064]
1422,5.96,[5.98960242]
1423,3.28,[2.23800014]
1424,5.4,[4.68765189]
1425,5.25,[4.10555415]
1426,5.53,[5.06216203]
1427,18.58,[22.29768729]
1428,3.35,[2.74170927]
1429,8.02,[9.98116394]
1430,28.88,[29.0307825]
1431,2.35,[1.99242861]
1432,13.25,[15.40094148]
1433,35.0,[30.47746803]
1434,2.75,[1.70396451]
1435,3.95,[3.55546424]
1436,19.75,[21.3881384]
1437,38.0,[37.29875303]
1438,49.0,[36.48702817]
1439,5.25,[6.60823496]
1440,26.5,[30.14967967]
1441,36.0,[24.88485273]
1442,11.99,[12.79854282]
1443,3.5,[5.53997621]
1444,2.75,[4.52125433]
1445,4.25,[3.62259449]
1446,48.91,[53.52199294]
1447,5.9,[9.30994649]
1448,11.5,[13.89539455]
1449,9.75,[10.34915826]
1450,3.67,[3.31356079]
1451,9.19,[9.51489686]
1452,2.25,[2.465295]
1453,12.5,[15.19272895]
1454,26.5,[27.24239392]
1455,3.3,[3.24381335]
1456,10.5,[12.2457045]
1457,7.75,[8.63267441]
1458,13.9,[17.23857541]
1459,14.5,[14.80159795]
1460,2.75,[1.95146423]
1461,24.0,[22.4985366]
1462,12.4,[12.77319816]
1463,4.95,[4.6734481]
1464,3.5,[4.74983563]
1465,45.0,[39.40924741]
1466,31.99,[28.16604848]
1467,1.7,[0.70256063]
1468,4.6,[4.16131118]
1469,28.75,[30.13490046]
1470,6.75,[6.56851261]
1471,6.25,[6.10033302]
1472,3.65,[3.95406067]
1473,6.2,[4.81049551]
1474,2.15,[1.27031729]
1475,5.65,[7.89140343]
1476,19.0,[20.49377399]
1477,2.5,[2.73519126]
1478,5.25,[5.51340119]
1479,6.11,[5.15336118]
1480,4.99,[3.95078384]
1481,3.8,[2.72199164]
1482,11.73,[12.4048711]
1483,13.5,[15.4835531]
1484,16.42,[18.36385293]
1485,7.53,[7.27261]
1486,2.1,[1.6177095]
1487,5.0,[4.42242128]
1488,5.75,[6.39388196]
1489,0.95,[3.7896775]
1490,9.24,[7.90518888]
1491,1.9,[1.93737221]
1492,5.0,[4.72099486]
1493,10.25,[9.99848982]
1494,6.14,[5.81732138]
1495,4.25,[4.24596444]
1496,7.5,[7.5947982]
1497,7.5,[7.58199427]
1498,15.5,[23.21475145]
1499,6.6,[6.14172252]
1500,1.24,[1.43791549]
1501,5.35,[4.99923931]
1502,17.15,[17.18265276]
1503,8.65,[7.6540188]
1504,27.43,[27.58857634]
1505,2.1,[1.57203616]
1506,6.1,[4.53554449]
1507,7.9,[7.08365753]
1508,4.2,[4.47006241]
1509,5.15,[5.67072206]
1510,9.25,[8.09881283]
1511,2.25,[0.89143792]
1512,36.83,[41.00282277]
1513,1.35,[0.36224692]
1514,78.8,[64.80856956]
1515,2.25,[2.64676568]
1516,6.95,[7.23170095]
1517,12.07,[13.65625663]
1518,3.55,[3.27534882]
1519,19.41,[19.67494157]
1520,35.0,[32.19959545]
1521,10.5,[7.61724039]
1522,7.0,[8.02995585]
1523,3.81,[3.79444513]
1524,3.55,[3.91364408]
1525,5.44,[5.18486218]
1526,3.9,[4.17999742]
1527,2.7,[3.07654823]
1528,3.5,[3.30923956]
1529,4.4,[3.80560533]
1530,13.28,[12.48047792]
1531,8.6,[8.84374055]
1532,2.25,[3.1670134]
1533,6.75,[7.48212738]
1534,4.95,[4.78868505]
1535,6.9,[8.00504483]
1536,11.45,[10.32249407]
1537,10.0,[14.0383415]
1538,14.28,[15.68850031]
1539,11.15,[11.59774502]
1540,7.64,[7.62725025]
1541,2.96,[1.51097542]
1542,5.25,[5.49767586]
1543,9.35,[11.12624668]
1544,4.5,[3.80019326]
1545,1.2,[1.64748314]
1546,2.75,[3.14432205]
1547,11.0,[10.66217112]
1548,3.5,[3.47385719]
1549,5.0,[5.4216017]
1550,28.25,[27.99729305]
1551,0.45,[3.29166578]
1552,4.75,[4.6875974]
1553,2.2,[1.59620998]
1554,4.9,[4.68359179]
1555,6.22,[5.96686511]
1556,36.0,[34.79624102]
1557,8.0,[8.0267771]
1558,4.0,[3.58722311]
1559,5.89,[7.78955989]
1560,5.1,[5.68412711]
1561,7.21,[6.20607229]
1562,18.06,[21.9095843]
1563,22.75,[24.22229407]
1564,6.25,[5.8589345]
1565,25.31,[23.68240873]
1566,4.35,[3.56889707]
1567,6.5,[5.67199862]
1568,2.5,[2.43619823]
1569,7.0,[7.95783939]
1570,4.0,[2.56311313]
1571,7.36,[7.84861806]
1572,21.0,[20.69569747]
1573,5.8,[6.03349085]
1574,4.75,[4.58260413]
1575,13.5,[17.19391597]
1576,5.0,[5.58223522]
1577,7.75,[8.44062263]
1578,5.8,[6.34966872]
1579,11.5,[10.0857737]
1580,5.25,[6.41901057]
1581,4.5,[6.02519176]
1582,6.96,[6.71400028]
1583,1.8,[0.78039141]
1584,2.9,[3.07761553]
1585,1.45,[0.90857944]
1586,5.0,[5.75091407]
1587,3.0,[2.76515988]
1588,8.92,[9.58070473]
1589,23.0,[21.56252342]
1590,11.0,[10.74987741]
1591,4.0,[4.16560854]
1592,5.75,[5.3315985]
1593,3.5,[4.9810555]
1594,5.25,[5.38733145]
1595,12.75,[12.59708766]
1596,3.0,[2.14976028]
1597,8.9,[8.99728396]
1598,11.87,[14.27069592]
1599,25.0,[24.09082848]
1600,29.0,[27.98610305]
1601,4.5,[5.02885677]
1602,10.95,[10.87518951]
1603,7.85,[7.7603381]
1604,18.25,[23.0500273]
1605,19.99,[18.43207014]
1606,3.9,[3.8638039]
1607,3.95,[4.99540067]
1608,6.83,[5.77027791]
1609,4.7,[4.33986483]
1610,27.0,[27.25732993]
1611,3.21,[2.58103141]
1612,3.32,[2.41463787]
1613,16.0,[14.74893259]
1614,2.65,[1.39143003]
1615,4.39,[3.25812264]
1616,6.0,[5.95576195]
1617,5.55,[5.83752652]
1618,7.75,[6.8576696]
1619,3.5,[3.4556485]
1620,5.39,[5.14739806]
1621,7.09,[6.68555385]
1622,11.31,[10.61171519]
1623,4.9,[5.07288317]
1624,5.25,[4.88876289]
1625,4.6,[4.92990624]
1626,9.25,[8.61805346]
1627,5.99,[5.94105764]
1628,5.15,[4.81201773]
1629,2.5,[1.5369922]
1630,1.75,[1.2576514]
1631,2.95,[2.42669606]
1632,4.9,[3.99619873]
1633,3.9,[2.12778188]
1634,30.0,[28.00620021]
1635,3.9,[3.8442388]
1636,10.75,[11.35435517]
1637,12.15,[9.69629556]
1638,0.7,[1.61338764]
1639,5.0,[4.04268894]
1640,1.6,[2.69537727]
1641,12.5,[11.74898173]
1642,3.3,[3.45637222]
1643,11.25,[10.44444102]
1644,3.91,[0.17443357]
1645,4.65,[5.33166479]
1646,1.2,[-0.46703105]
1647,3.55,[4.45377682]
1648,35.82,[32.23089811]
1649,21.8,[26.37089027]
1650,4.6,[4.6424253]
1651,6.9,[6.05971617]
1652,1.45,[3.19175486]
1653,18.0,[21.49206362]
1654,3.0,[1.56733491]
1655,19.5,[20.90316364]
1656,1.26,[-0.41908707]
1657,4.55,[4.75042497]
1658,8.5,[7.68017887]
1659,5.0,[5.62919454]
1660,21.5,[23.77239235]
1661,6.2,[6.23684222]
1662,6.85,[6.49371812]
1663,2.5,[1.85399665]
1664,17.5,[17.96719979]
1665,36.75,[47.43568237]
1666,6.99,[4.85284297]
1667,4.5,[4.52494012]
1668,4.25,[4.97961878]
1669,4.5,[4.96960897]
1670,5.25,[5.3228757]
1671,3.65,[2.72670748]
1672,4.24,[4.58522667]
1673,3.5,[3.91849581]
1674,3.25,[2.85677228]
1675,19.92,[22.29291558]
1676,2.85,[2.25858811]
1677,2.65,[1.52771715]
1678,3.99,[-1.85037782]
1679,12.9,[13.12190688]
1680,2.45,[2.98777382]
1681,3.99,[3.59761247]
1682,3.0,[3.16788922]
1683,14.2,[10.14167481]
1684,4.35,[4.64447754]
1685,10.0,[6.65205651]
1686,17.25,[18.91646145]
1687,5.34,[4.87430384]
1688,4.75,[4.41171471]
1689,16.5,[16.59232903]
1690,7.11,[9.2792887]
1691,1.5,[1.81534376]
1692,16.5,[21.1315567]
1693,5.5,[5.19992766]
1694,7.5,[6.89520261]
1695,5.25,[7.99980777]
1696,4.5,[4.32846888]
1697,10.69,[12.16803124]
1698,6.0,[4.60088383]
1699,1.3,[2.61954952]
1700,12.0,[11.6631627]
1701,7.85,[8.44590002]
1702,3.4,[4.75043975]
1703,5.0,[4.95317114]
1704,4.45,[4.75801431]
1705,3.65,[3.52445878]
1706,3.56,[4.10423517]
1707,7.1,[6.80854296]
1708,4.45,[3.85639314]
1709,44.0,[38.76771408]
1710,6.5,[6.89299723]
1711,9.9,[10.30842472]
1712,9.25,[9.72138383]
1713,29.0,[11.16210947]
1714,3.25,[3.03782079]
1715,2.2,[2.10356301]
1716,43.0,[46.39959276]
1717,12.5,[13.12658758]
1718,6.51,[7.93033327]
1719,8.25,[7.74633831]
1720,10.46,[9.92355564]
1721,1.55,[1.82608483]
1722,4.98,[2.98865666]
1723,4.45,[4.16848404]
1724,8.75,[9.35260997]
1725,6.46,[5.90661606]
1726,6.9,[6.60814365]
1727,21.5,[20.84866582]
1728,3.8,[2.85797925]
1729,16.09,[15.89058435]
1730,12.25,[10.79513937]
1731,16.25,[19.3550138]
1732,9.8,[9.80632634]
1733,7.67,[8.06268835]
1734,5.95,[6.72737233]
1735,6.25,[5.81069873]
1736,5.25,[5.69061955]
1737,1.95,[1.58941279]
1738,2.5,[1.57605456]
1739,2.45,[1.93253643]
1740,30.42,[28.06723802]
1741,2.7,[2.69317298]
1742,5.5,[4.50284792]
1743,4.0,[3.1346208]
1744,4.8,[6.54085804]
1745,3.4,[3.88051621]
1746,2.9,[2.57721945]
1747,6.5,[2.77954307]
1748,5.7,[5.91765557]
1749,3.65,[4.59631471]
1750,4.88,[5.23770432]
1751,4.35,[4.09354549]
1752,55.0,[53.93505574]
1753,4.65,[4.13577865]
1754,7.0,[7.03521791]
1755,3.25,[3.23149665]
1756,4.0,[2.97254559]
1757,3.5,[2.7586701]
1758,39.75,[40.81879587]
1759,6.0,[7.27314582]
1760,11.0,[20.0352577]
1761,6.24,[6.07380269]
1762,4.5,[3.76158952]
1763,4.75,[5.39445281]
1764,2.51,[2.02605492]
1765,8.5,[8.43673518]
1766,10.8,[11.13418109]
1767,1.79,[1.58142406]
1768,1.96,[1.40363989]
1769,2.75,[1.50775589]
1770,15.5,[16.25850124]
1771,3.65,[5.23307803]
1772,4.9,[3.29781277]
1773,24.5,[26.72833879]
1774,4.45,[4.97426846]
1775,25.5,[23.02471218]
1776,23.5,[25.51798186]
1777,4.77,[4.95456036]
1778,5.75,[5.71842905]
1779,6.26,[6.68701234]
1780,4.25,[4.98018798]
1781,3.5,[3.81641367]
1782,2.15,[1.61477005]
1783,2.4,[1.7043637]
1784,5.5,[6.3375857]
1785,3.5,[4.0000638]
1786,4.7,[4.8684989]
1787,50.97,[44.91960017]
1788,56.0,[46.51602322]
1789,13.5,[13.00617714]
1790,14.3,[12.04431455]
1791,9.5,[9.59616719]
1792,25.0,[23.42748448]
1793,5.5,[5.81275746]
1794,5.05,[4.81484088]
1795,6.53,[5.76803968]
1796,24.74,[25.37769175]
1797,2.44,[2.08005894]
1798,8.65,[9.49785275]
1799,4.88,[5.89235614]
1800,3.25,[2.57661314]
1801,21.0,[28.01053178]
1802,5.94,[6.95527232]
1803,8.45,[8.74580083]
1804,8.19,[7.19169745]
1805,4.8,[4.14945818]
1806,40.66,[37.67146763]
1807,1.87,[1.70709737]
1808,3.29,[2.55168943]
1809,6.3,[7.88070404]
1810,11.39,[10.78523167]
1811,7.32,[7.176965]
1812,30.0,[26.60636499]
1813,5.95,[6.12682506]
1814,15.0,[14.04534068]
1815,5.84,[5.26752706]
1816,5.67,[5.52157609]
1817,1.0,[0.27234633]
1818,4.9,[4.43661357]
1819,4.7,[4.26845817]
1820,2.85,[2.19278282]
1821,1.2,[0.64476731]
1822,1.8,[2.10378244]
1823,70.0,[59.87935236]
1824,9.5,[9.70614326]
1825,7.79,[8.33571555]
1826,2.3,[3.61723417]
1827,2.6,[3.47301865]
1828,2.55,[2.44689622]
1829,0.65,[-0.23655431]
1830,5.75,[6.30534733]
1831,8.36,[11.70601865]
1832,4.5,[4.56345721]
1833,5.0,[5.69917706]
1834,4.7,[4.07723139]
1835,49.24,[41.39567874]
1836,5.5,[4.65730104]
1837,4.3,[4.33532633]
1838,7.95,[8.81115821]
1839,1.68,[1.26891516]
1840,5.9,[5.71726327]
1841,4.95,[4.05255527]
1842,6.71,[6.12213785]
1843,2.25,[1.64531412]
1844,12.25,[13.33038744]
1845,3.45,[2.72487423]
1846,3.69,[2.79733534]
1847,4.15,[4.04109891]
1848,3.7,[3.4927561]
1849,31.75,[37.30626015]
1850,5.85,[5.53935588]
1851,22.0,[19.71159127]
1852,22.55,[24.19819495]
1853,1.65,[2.29718647]
1854,2.7,[1.30088968]
1855,28.0,[29.84880568]
1856,1.5,[1.55404034]
1857,22.5,[20.25810303]
1858,15.8,[20.27481947]
1859,23.0,[27.44209526]
1860,12.5,[12.82129232]
1861,22.0,[20.7482161]
1862,6.1,[8.14599617]
1863,4.44,[5.3024665]
1864,3.75,[3.68127169]
1865,3.85,[4.23717523]
1866,9.9,[8.06144067]
1867,8.0,[7.40548794]
1868,38.75,[39.62412709]
1869,8.0,[8.06635732]
1870,6.5,[5.3060513]
1871,5.5,[5.37359766]
1872,3.0,[2.40476466]
1873,8.99,[8.81081447]
1874,2.3,[1.46718801]
1875,13.99,[13.56268556]
1876,4.0,[5.15236671]
1877,3.6,[3.45773008]
1878,14.5,[12.61281858]
1879,2.9,[3.5538756]
1880,6.5,[8.85695985]
1881,2.21,[1.89197291]
1882,26.5,[27.25879147]
1883,9.3,[10.55317427]
1884,7.0,[6.74467075]
1885,4.88,[4.03824141]
1886,5.6,[7.28353431]
1887,4.5,[5.69567966]
1888,17.55,[18.39331192]
1889,8.25,[7.87439066]
1890,3.0,[2.86489088]
1891,7.29,[7.92609813]
1892,20.11,[22.86327834]
1893,24.75,[24.50548563]
1894,4.8,[4.53441528]
1895,58.0,[48.95286531]
1896,7.59,[8.077837]
1897,18.5,[19.95297877]
1898,2.3,[2.05478554]
1899,2.02,[48.8096567]
1900,4.45,[3.49626976]
1901,25.71,[27.68983479]
1902,11.65,[12.24443354]
1903,9.15,[9.37684262]
1904,2.5,[1.41579033]
1905,3.0,[2.59704604]
1906,4.0,[3.77835009]
1907,17.5,[21.16842962]
1908,3.5,[3.29102836]
1909,7.5,[9.75416729]
1910,2.35,[1.62037678]
1911,3.4,[4.06078325]
1912,7.5,[7.34513915]
1913,3.42,[3.04066244]
1914,6.25,[8.08386938]
1915,39.62,[39.33282758]
1916,3.34,[4.96151751]
1917,5.49,[4.89752212]
1918,9.4,[11.45058441]
1919,2.0,[2.00899834]
1920,8.75,[7.72639398]
1921,4.5,[5.03728774]
1922,6.25,[6.61844642]
1923,7.9,[7.58241532]
1924,24.95,[25.63071513]
1925,9.46,[9.77837793]
1926,3.74,[3.23418317]
1927,30.0,[34.86255833]
1928,2.75,[3.07913495]
1929,15.5,[15.20872619]
1930,2.25,[2.52352461]
